,Player,Year,Position,Age,Height,Weight,Draft Position,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP
Josh Archibald 2022,Josh Archibald,2022,R,28.986,70,176,174,42.0,68.0,62.0,52.0,8.0
Josh Archibald 2023,Josh Archibald,2023,R,29.986,70,176,174,68.0,62.0,52.0,8.0,62.0
Travis Boyd 2008,Travis Boyd,2008,C,14.046,72,190,177,,,,,
Travis Boyd 2009,Travis Boyd,2009,C,15.048,72,190,177,,,,,
Travis Boyd 2010,Travis Boyd,2010,C,16.047,72,190,177,,,,,
Travis Boyd 2011,Travis Boyd,2011,C,17.046,72,190,177,,,,,
Travis Boyd 2012,Travis Boyd,2012,C,18.046,72,190,177,,,,,
Travis Boyd 2013,Travis Boyd,2013,C,19.048,72,190,177,,,,,
Travis Boyd 2014,Travis Boyd,2014,C,20.047,72,190,177,,,,,
Travis Boyd 2015,Travis Boyd,2015,C,21.046,72,190,177,,,,,
Travis Boyd 2016,Travis Boyd,2016,C,22.046,72,190,177,,,,,
Travis Boyd 2017,Travis Boyd,2017,C,23.048,72,190,177,,,,,
Travis Boyd 2018,Travis Boyd,2018,C,24.047,72,190,177,,,,,8.0
Travis Boyd 2019,Travis Boyd,2019,C,25.047,72,190,177,,,,8.0,53.0
Travis Boyd 2020,Travis Boyd,2020,C,26.046,72,190,177,,,8.0,53.0,24.0
Travis Boyd 2021,Travis Boyd,2021,C,27.048,72,190,177,,8.0,53.0,24.0,39.0
Travis Boyd 2022,Travis Boyd,2022,C,28.047,72,190,177,8.0,53.0,24.0,39.0,74.0
Travis Boyd 2023,Travis Boyd,2023,C,29.047,72,190,177,53.0,24.0,39.0,74.0,82.0
Dylan DeMelo 2008,Dylan DeMelo,2008,D,14.418,72,195,179,,,,,
Dylan DeMelo 2009,Dylan DeMelo,2009,D,15.42,72,195,179,,,,,
Dylan DeMelo 2010,Dylan DeMelo,2010,D,16.419,72,195,179,,,,,
Dylan DeMelo 2011,Dylan DeMelo,2011,D,17.419,72,195,179,,,,,
Dylan DeMelo 2012,Dylan DeMelo,2012,D,18.418,72,195,179,,,,,
Dylan DeMelo 2013,Dylan DeMelo,2013,D,19.42,72,195,179,,,,,
Dylan DeMelo 2014,Dylan DeMelo,2014,D,20.419,72,195,179,,,,,
Dylan DeMelo 2015,Dylan DeMelo,2015,D,21.419,72,195,179,,,,,
Dylan DeMelo 2016,Dylan DeMelo,2016,D,22.418,72,195,179,,,,,45.0
Dylan DeMelo 2017,Dylan DeMelo,2017,D,23.42,72,195,179,,,,45.0,25.0
Dylan DeMelo 2018,Dylan DeMelo,2018,D,24.42,72,195,179,,,45.0,25.0,63.0
Dylan DeMelo 2019,Dylan DeMelo,2019,D,25.419,72,195,179,,45.0,25.0,63.0,77.0
Dylan DeMelo 2020,Dylan DeMelo,2020,D,26.418,72,195,179,45.0,25.0,63.0,77.0,59.0
Dylan DeMelo 2021,Dylan DeMelo,2021,D,27.42,72,195,179,25.0,63.0,77.0,59.0,52.0
Dylan DeMelo 2022,Dylan DeMelo,2022,D,28.42,72,195,179,63.0,77.0,59.0,52.0,76.0
Dylan DeMelo 2023,Dylan DeMelo,2023,D,29.419,72,195,179,77.0,59.0,52.0,76.0,75.0
Johnny Gaudreau 2008,Johnny Gaudreau,2008,L,14.133,69,165,104,,,,,
Johnny Gaudreau 2009,Johnny Gaudreau,2009,L,15.135,69,165,104,,,,,
Johnny Gaudreau 2010,Johnny Gaudreau,2010,L,16.135,69,165,104,,,,,
Johnny Gaudreau 2011,Johnny Gaudreau,2011,L,17.134,69,165,104,,,,,
Johnny Gaudreau 2012,Johnny Gaudreau,2012,L,18.133,69,165,104,,,,,
Johnny Gaudreau 2013,Johnny Gaudreau,2013,L,19.135,69,165,104,,,,,
Johnny Gaudreau 2014,Johnny Gaudreau,2014,L,20.135,69,165,104,,,,,1.0
Johnny Gaudreau 2015,Johnny Gaudreau,2015,L,21.134,69,165,104,,,,1.0,80.0
Johnny Gaudreau 2016,Johnny Gaudreau,2016,L,22.133,69,165,104,,,1.0,80.0,79.0
Johnny Gaudreau 2017,Johnny Gaudreau,2017,L,23.135,69,165,104,,1.0,80.0,79.0,72.0
Johnny Gaudreau 2018,Johnny Gaudreau,2018,L,24.135,69,165,104,1.0,80.0,79.0,72.0,80.0
Johnny Gaudreau 2019,Johnny Gaudreau,2019,L,25.134,69,165,104,80.0,79.0,72.0,80.0,82.0
Johnny Gaudreau 2020,Johnny Gaudreau,2020,L,26.134,69,165,104,79.0,72.0,80.0,82.0,70.0
Johnny Gaudreau 2021,Johnny Gaudreau,2021,L,27.136,69,165,104,72.0,80.0,82.0,70.0,56.0
Johnny Gaudreau 2022,Johnny Gaudreau,2022,L,28.135,69,165,104,80.0,82.0,70.0,56.0,82.0
Johnny Gaudreau 2023,Johnny Gaudreau,2023,L,29.134,69,165,104,82.0,70.0,56.0,82.0,79.0
Nick Seeler 2008,Nick Seeler,2008,D,14.328,74,201,131,,,,,
Nick Seeler 2009,Nick Seeler,2009,D,15.33,74,201,131,,,,,
Nick Seeler 2010,Nick Seeler,2010,D,16.329,74,201,131,,,,,
Nick Seeler 2011,Nick Seeler,2011,D,17.328,74,201,131,,,,,
Nick Seeler 2012,Nick Seeler,2012,D,18.328,74,201,131,,,,,
Nick Seeler 2013,Nick Seeler,2013,D,19.33,74,201,131,,,,,
Nick Seeler 2014,Nick Seeler,2014,D,20.329,74,201,131,,,,,
Nick Seeler 2015,Nick Seeler,2015,D,21.328,74,201,131,,,,,
Nick Seeler 2016,Nick Seeler,2016,D,22.328,74,201,131,,,,,
Nick Seeler 2017,Nick Seeler,2017,D,23.33,74,201,131,,,,,
Nick Seeler 2018,Nick Seeler,2018,D,24.329,74,201,131,,,,,22.0
Nick Seeler 2019,Nick Seeler,2019,D,25.329,74,201,131,,,,22.0,71.0
Nick Seeler 2020,Nick Seeler,2020,D,26.328,74,201,131,,,22.0,71.0,12.0
Nick Seeler 2021,Nick Seeler,2021,D,27.33,74,201,131,,22.0,71.0,12.0,
Nick Seeler 2022,Nick Seeler,2022,D,28.329,74,201,131,22.0,71.0,12.0,,43.0
Nick Seeler 2023,Nick Seeler,2023,D,29.329,74,201,131,71.0,12.0,,43.0,77.0
Sean Kuraly 2008,Sean Kuraly,2008,C,14.694,74,213,133,,,,,
Sean Kuraly 2009,Sean Kuraly,2009,C,15.697,74,213,133,,,,,
Sean Kuraly 2010,Sean Kuraly,2010,C,16.696,74,213,133,,,,,
Sean Kuraly 2011,Sean Kuraly,2011,C,17.695,74,213,133,,,,,
Sean Kuraly 2012,Sean Kuraly,2012,C,18.695,74,213,133,,,,,
Sean Kuraly 2013,Sean Kuraly,2013,C,19.697,74,213,133,,,,,
Sean Kuraly 2014,Sean Kuraly,2014,C,20.696,74,213,133,,,,,
Sean Kuraly 2015,Sean Kuraly,2015,C,21.695,74,213,133,,,,,
Sean Kuraly 2016,Sean Kuraly,2016,C,22.695,74,213,133,,,,,
Sean Kuraly 2017,Sean Kuraly,2017,C,23.697,74,213,133,,,,,8.0
Sean Kuraly 2018,Sean Kuraly,2018,C,24.696,74,213,133,,,,8.0,75.0
Sean Kuraly 2019,Sean Kuraly,2019,C,25.695,74,213,133,,,8.0,75.0,71.0
Sean Kuraly 2020,Sean Kuraly,2020,C,26.695,74,213,133,,8.0,75.0,71.0,69.0
Sean Kuraly 2021,Sean Kuraly,2021,C,27.697,74,213,133,8.0,75.0,71.0,69.0,47.0
Sean Kuraly 2022,Sean Kuraly,2022,C,28.696,74,213,133,75.0,71.0,69.0,47.0,77.0
Sean Kuraly 2023,Sean Kuraly,2023,C,29.696,74,213,133,71.0,69.0,47.0,77.0,70.0
Vincent Trocheck 2008,Vincent Trocheck,2008,C,14.224,71,184,64,,,,,
Vincent Trocheck 2009,Vincent Trocheck,2009,C,15.226,71,184,64,,,,,
Vincent Trocheck 2010,Vincent Trocheck,2010,C,16.225,71,184,64,,,,,
Vincent Trocheck 2011,Vincent Trocheck,2011,C,17.224,71,184,64,,,,,
Vincent Trocheck 2012,Vincent Trocheck,2012,C,18.224,71,184,64,,,,,
Vincent Trocheck 2013,Vincent Trocheck,2013,C,19.226,71,184,64,,,,,
Vincent Trocheck 2014,Vincent Trocheck,2014,C,20.225,71,184,64,,,,,20.0
Vincent Trocheck 2015,Vincent Trocheck,2015,C,21.224,71,184,64,,,,20.0,50.0
Vincent Trocheck 2016,Vincent Trocheck,2016,C,22.224,71,184,64,,,20.0,50.0,76.0
Vincent Trocheck 2017,Vincent Trocheck,2017,C,23.226,71,184,64,,20.0,50.0,76.0,82.0
Vincent Trocheck 2018,Vincent Trocheck,2018,C,24.225,71,184,64,20.0,50.0,76.0,82.0,82.0
Vincent Trocheck 2019,Vincent Trocheck,2019,C,25.225,71,184,64,50.0,76.0,82.0,82.0,55.0
Vincent Trocheck 2020,Vincent Trocheck,2020,C,26.224,71,184,64,76.0,82.0,82.0,55.0,62.0
Vincent Trocheck 2021,Vincent Trocheck,2021,C,27.226,71,184,64,82.0,82.0,55.0,62.0,47.0
Vincent Trocheck 2022,Vincent Trocheck,2022,C,28.225,71,184,64,82.0,55.0,62.0,47.0,81.0
Vincent Trocheck 2023,Vincent Trocheck,2023,C,29.225,71,184,64,55.0,62.0,47.0,81.0,82.0
Joseph Cramarossa 2008,Joseph Cramarossa,2008,C,14.93,73,190,65,,,,,
Joseph Cramarossa 2009,Joseph Cramarossa,2009,C,15.932,73,190,65,,,,,
Joseph Cramarossa 2010,Joseph Cramarossa,2010,C,16.931,73,190,65,,,,,
Joseph Cramarossa 2011,Joseph Cramarossa,2011,C,17.931,73,190,65,,,,,
Joseph Cramarossa 2012,Joseph Cramarossa,2012,C,18.93,73,190,65,,,,,
Joseph Cramarossa 2013,Joseph Cramarossa,2013,C,19.932,73,190,65,,,,,
Joseph Cramarossa 2014,Joseph Cramarossa,2014,C,20.931,73,190,65,,,,,
Joseph Cramarossa 2015,Joseph Cramarossa,2015,C,21.931,73,190,65,,,,,
Joseph Cramarossa 2016,Joseph Cramarossa,2016,C,22.93,73,190,65,,,,,
Joseph Cramarossa 2017,Joseph Cramarossa,2017,C,23.932,73,190,65,,,,,59.0
Joseph Cramarossa 2018,Joseph Cramarossa,2018,C,24.932,73,190,65,,,,59.0,
Joseph Cramarossa 2019,Joseph Cramarossa,2019,C,25.931,73,190,65,,,59.0,,
Joseph Cramarossa 2020,Joseph Cramarossa,2020,C,26.93,73,190,65,,59.0,,,
Joseph Cramarossa 2021,Joseph Cramarossa,2021,C,27.932,73,190,65,59.0,,,,4.0
Joseph Cramarossa 2022,Joseph Cramarossa,2022,C,28.932,73,190,65,,,,4.0,1.0
Joseph Cramarossa 2023,Joseph Cramarossa,2023,C,29.931,73,190,65,,,4.0,1.0,4.0
Adam Lowry 2008,Adam Lowry,2008,C,14.508,78,208,67,,,,,
Adam Lowry 2009,Adam Lowry,2009,C,15.51,78,208,67,,,,,
Adam Lowry 2010,Adam Lowry,2010,C,16.51,78,208,67,,,,,
Adam Lowry 2011,Adam Lowry,2011,C,17.509,78,208,67,,,,,
Adam Lowry 2012,Adam Lowry,2012,C,18.508,78,208,67,,,,,
Adam Lowry 2013,Adam Lowry,2013,C,19.51,78,208,67,,,,,
Adam Lowry 2014,Adam Lowry,2014,C,20.51,78,208,67,,,,,
Adam Lowry 2015,Adam Lowry,2015,C,21.509,78,208,67,,,,,80.0
Adam Lowry 2016,Adam Lowry,2016,C,22.508,78,208,67,,,,80.0,74.0
Adam Lowry 2017,Adam Lowry,2017,C,23.511,78,208,67,,,80.0,74.0,82.0
Adam Lowry 2018,Adam Lowry,2018,C,24.51,78,208,67,,80.0,74.0,82.0,45.0
Adam Lowry 2019,Adam Lowry,2019,C,25.509,78,208,67,80.0,74.0,82.0,45.0,78.0
Adam Lowry 2020,Adam Lowry,2020,C,26.509,78,208,67,74.0,82.0,45.0,78.0,49.0
Adam Lowry 2021,Adam Lowry,2021,C,27.511,78,208,67,82.0,45.0,78.0,49.0,52.0
Adam Lowry 2022,Adam Lowry,2022,C,28.51,78,208,67,45.0,78.0,49.0,52.0,79.0
Adam Lowry 2023,Adam Lowry,2023,C,29.509,78,208,67,78.0,49.0,52.0,79.0,82.0
Nick Cousins 2008,Nick Cousins,2008,C,14.199,71,192,68,,,,,
Nick Cousins 2009,Nick Cousins,2009,C,15.201,71,192,68,,,,,
Nick Cousins 2010,Nick Cousins,2010,C,16.2,71,192,68,,,,,
Nick Cousins 2011,Nick Cousins,2011,C,17.2,71,192,68,,,,,
Nick Cousins 2012,Nick Cousins,2012,C,18.199,71,192,68,,,,,
Nick Cousins 2013,Nick Cousins,2013,C,19.201,71,192,68,,,,,
Nick Cousins 2014,Nick Cousins,2014,C,20.2,71,192,68,,,,,
Nick Cousins 2015,Nick Cousins,2015,C,21.2,71,192,68,,,,,11.0
Nick Cousins 2016,Nick Cousins,2016,C,22.199,71,192,68,,,,11.0,36.0
Nick Cousins 2017,Nick Cousins,2017,C,23.201,71,192,68,,,11.0,36.0,60.0
Nick Cousins 2018,Nick Cousins,2018,C,24.201,71,192,68,,11.0,36.0,60.0,71.0
Nick Cousins 2019,Nick Cousins,2019,C,25.2,71,192,68,11.0,36.0,60.0,71.0,81.0
Nick Cousins 2020,Nick Cousins,2020,C,26.199,71,192,68,36.0,60.0,71.0,81.0,65.0
Nick Cousins 2021,Nick Cousins,2021,C,27.201,71,192,68,60.0,71.0,81.0,65.0,51.0
Nick Cousins 2022,Nick Cousins,2022,C,28.201,71,192,68,71.0,81.0,65.0,51.0,68.0
Nick Cousins 2023,Nick Cousins,2023,C,29.2,71,192,68,81.0,65.0,51.0,68.0,79.0
Steven Fogarty 2008,Steven Fogarty,2008,C,14.451,75,204,72,,,,,
Steven Fogarty 2009,Steven Fogarty,2009,C,15.453,75,204,72,,,,,
Steven Fogarty 2010,Steven Fogarty,2010,C,16.452,75,204,72,,,,,
Steven Fogarty 2011,Steven Fogarty,2011,C,17.452,75,204,72,,,,,
Steven Fogarty 2012,Steven Fogarty,2012,C,18.451,75,204,72,,,,,
Steven Fogarty 2013,Steven Fogarty,2013,C,19.453,75,204,72,,,,,
Steven Fogarty 2014,Steven Fogarty,2014,C,20.452,75,204,72,,,,,
Steven Fogarty 2015,Steven Fogarty,2015,C,21.452,75,204,72,,,,,
Steven Fogarty 2016,Steven Fogarty,2016,C,22.451,75,204,72,,,,,
Steven Fogarty 2017,Steven Fogarty,2017,C,23.453,75,204,72,,,,,
Steven Fogarty 2018,Steven Fogarty,2018,C,24.452,75,204,72,,,,,1.0
Steven Fogarty 2019,Steven Fogarty,2019,C,25.452,75,204,72,,,,1.0,10.0
Steven Fogarty 2020,Steven Fogarty,2020,C,26.451,75,204,72,,,1.0,10.0,7.0
Steven Fogarty 2021,Steven Fogarty,2021,C,27.453,75,204,72,,1.0,10.0,7.0,9.0
Steven Fogarty 2022,Steven Fogarty,2022,C,28.453,75,204,72,1.0,10.0,7.0,9.0,2.0
Steven Fogarty 2023,Steven Fogarty,2023,C,29.452,75,204,72,10.0,7.0,9.0,2.0,2.0
Blake Coleman 2008,Blake Coleman,2008,C,15.842,71,199,75,,,,,
Blake Coleman 2009,Blake Coleman,2009,C,16.844,71,199,75,,,,,
Blake Coleman 2010,Blake Coleman,2010,C,17.843,71,199,75,,,,,
Blake Coleman 2011,Blake Coleman,2011,C,18.842,71,199,75,,,,,
Blake Coleman 2012,Blake Coleman,2012,C,19.842,71,199,75,,,,,
Blake Coleman 2013,Blake Coleman,2013,C,20.844,71,199,75,,,,,
Blake Coleman 2014,Blake Coleman,2014,C,21.843,71,199,75,,,,,
Blake Coleman 2015,Blake Coleman,2015,C,22.843,71,199,75,,,,,
Blake Coleman 2016,Blake Coleman,2016,C,23.842,71,199,75,,,,,
Blake Coleman 2017,Blake Coleman,2017,C,24.844,71,199,75,,,,,23.0
Blake Coleman 2018,Blake Coleman,2018,C,25.843,71,199,75,,,,23.0,79.0
Blake Coleman 2019,Blake Coleman,2019,C,26.843,71,199,75,,,23.0,79.0,78.0
Blake Coleman 2020,Blake Coleman,2020,C,27.842,71,199,75,,23.0,79.0,78.0,66.0
Blake Coleman 2021,Blake Coleman,2021,C,28.844,71,199,75,23.0,79.0,78.0,66.0,55.0
Blake Coleman 2022,Blake Coleman,2022,C,29.843,71,199,75,79.0,78.0,66.0,55.0,81.0
Blake Coleman 2023,Blake Coleman,2023,C,30.843,71,199,75,78.0,66.0,55.0,81.0,82.0
Andy Andreoff 2008,Andy Andreoff,2008,C,16.376,73,208,80,,,,,
Andy Andreoff 2009,Andy Andreoff,2009,C,17.378,73,208,80,,,,,
Andy Andreoff 2010,Andy Andreoff,2010,C,18.377,73,208,80,,,,,
Andy Andreoff 2011,Andy Andreoff,2011,C,19.376,73,208,80,,,,,
Andy Andreoff 2012,Andy Andreoff,2012,C,20.376,73,208,80,,,,,
Andy Andreoff 2013,Andy Andreoff,2013,C,21.378,73,208,80,,,,,
Andy Andreoff 2014,Andy Andreoff,2014,C,22.377,73,208,80,,,,,
Andy Andreoff 2015,Andy Andreoff,2015,C,23.376,73,208,80,,,,,18.0
Andy Andreoff 2016,Andy Andreoff,2016,C,24.376,73,208,80,,,,18.0,60.0
Andy Andreoff 2017,Andy Andreoff,2017,C,25.378,73,208,80,,,18.0,60.0,36.0
Andy Andreoff 2018,Andy Andreoff,2018,C,26.377,73,208,80,,18.0,60.0,36.0,45.0
Andy Andreoff 2019,Andy Andreoff,2019,C,27.377,73,208,80,18.0,60.0,36.0,45.0,
Andy Andreoff 2020,Andy Andreoff,2020,C,28.376,73,208,80,60.0,36.0,45.0,,14.0
Andy Andreoff 2021,Andy Andreoff,2021,C,29.378,73,208,80,36.0,45.0,,14.0,6.0
Andy Andreoff 2022,Andy Andreoff,2022,C,30.377,73,208,80,45.0,,14.0,6.0,6.0
Andy Andreoff 2023,Andy Andreoff,2023,C,31.377,73,208,80,,14.0,6.0,6.0,3.0
Josh Leivo 2008,Josh Leivo,2008,L,14.349,74,192,86,,,,,
Josh Leivo 2009,Josh Leivo,2009,L,15.352,74,192,86,,,,,
Josh Leivo 2010,Josh Leivo,2010,L,16.351,74,192,86,,,,,
Josh Leivo 2011,Josh Leivo,2011,L,17.35,74,192,86,,,,,
Josh Leivo 2012,Josh Leivo,2012,L,18.35,74,192,86,,,,,
Josh Leivo 2013,Josh Leivo,2013,L,19.352,74,192,86,,,,,
Josh Leivo 2014,Josh Leivo,2014,L,20.351,74,192,86,,,,,7.0
Josh Leivo 2015,Josh Leivo,2015,L,21.35,74,192,86,,,,7.0,9.0
Josh Leivo 2016,Josh Leivo,2016,L,22.35,74,192,86,,,7.0,9.0,12.0
Josh Leivo 2017,Josh Leivo,2017,L,23.352,74,192,86,,7.0,9.0,12.0,13.0
Josh Leivo 2018,Josh Leivo,2018,L,24.351,74,192,86,7.0,9.0,12.0,13.0,16.0
Josh Leivo 2019,Josh Leivo,2019,L,25.35,74,192,86,9.0,12.0,13.0,16.0,76.0
Josh Leivo 2020,Josh Leivo,2020,L,26.35,74,192,86,12.0,13.0,16.0,76.0,36.0
Josh Leivo 2021,Josh Leivo,2021,L,27.352,74,192,86,13.0,16.0,76.0,36.0,38.0
Josh Leivo 2022,Josh Leivo,2022,L,28.351,74,192,86,16.0,76.0,36.0,38.0,7.0
Josh Leivo 2023,Josh Leivo,2023,L,29.351,74,192,86,76.0,36.0,38.0,7.0,51.0
Jean-Gabriel Pageau 2008,Jean-Gabriel Pageau,2008,C,14.886,71,185,96,,,,,
Jean-Gabriel Pageau 2009,Jean-Gabriel Pageau,2009,C,15.888,71,185,96,,,,,
Jean-Gabriel Pageau 2010,Jean-Gabriel Pageau,2010,C,16.888,71,185,96,,,,,
Jean-Gabriel Pageau 2011,Jean-Gabriel Pageau,2011,C,17.887,71,185,96,,,,,
Jean-Gabriel Pageau 2012,Jean-Gabriel Pageau,2012,C,18.886,71,185,96,,,,,
Jean-Gabriel Pageau 2013,Jean-Gabriel Pageau,2013,C,19.888,71,185,96,,,,,9.0
Jean-Gabriel Pageau 2014,Jean-Gabriel Pageau,2014,C,20.888,71,185,96,,,,9.0,28.0
Jean-Gabriel Pageau 2015,Jean-Gabriel Pageau,2015,C,21.887,71,185,96,,,9.0,28.0,50.0
Jean-Gabriel Pageau 2016,Jean-Gabriel Pageau,2016,C,22.886,71,185,96,,9.0,28.0,50.0,82.0
Jean-Gabriel Pageau 2017,Jean-Gabriel Pageau,2017,C,23.888,71,185,96,9.0,28.0,50.0,82.0,82.0
Jean-Gabriel Pageau 2018,Jean-Gabriel Pageau,2018,C,24.888,71,185,96,28.0,50.0,82.0,82.0,78.0
Jean-Gabriel Pageau 2019,Jean-Gabriel Pageau,2019,C,25.887,71,185,96,50.0,82.0,82.0,78.0,39.0
Jean-Gabriel Pageau 2020,Jean-Gabriel Pageau,2020,C,26.886,71,185,96,82.0,82.0,78.0,39.0,67.0
Jean-Gabriel Pageau 2021,Jean-Gabriel Pageau,2021,C,27.889,71,185,96,82.0,78.0,39.0,67.0,54.0
Jean-Gabriel Pageau 2022,Jean-Gabriel Pageau,2022,C,28.888,71,185,96,78.0,39.0,67.0,54.0,77.0
Jean-Gabriel Pageau 2023,Jean-Gabriel Pageau,2023,C,29.887,71,185,96,39.0,67.0,54.0,77.0,70.0
Mike Reilly 2008,Mike Reilly,2008,D,14.218,73,196,98,,,,,
Mike Reilly 2009,Mike Reilly,2009,D,15.22,73,196,98,,,,,
Mike Reilly 2010,Mike Reilly,2010,D,16.219,73,196,98,,,,,
Mike Reilly 2011,Mike Reilly,2011,D,17.219,73,196,98,,,,,
Mike Reilly 2012,Mike Reilly,2012,D,18.218,73,196,98,,,,,
Mike Reilly 2013,Mike Reilly,2013,D,19.22,73,196,98,,,,,
Mike Reilly 2014,Mike Reilly,2014,D,20.22,73,196,98,,,,,
Mike Reilly 2015,Mike Reilly,2015,D,21.219,73,196,98,,,,,
Mike Reilly 2016,Mike Reilly,2016,D,22.218,73,196,98,,,,,29.0
Mike Reilly 2017,Mike Reilly,2017,D,23.22,73,196,98,,,,29.0,17.0
Mike Reilly 2018,Mike Reilly,2018,D,24.22,73,196,98,,,29.0,17.0,57.0
Mike Reilly 2019,Mike Reilly,2019,D,25.219,73,196,98,,29.0,17.0,57.0,57.0
Mike Reilly 2020,Mike Reilly,2020,D,26.218,73,196,98,29.0,17.0,57.0,57.0,44.0
Mike Reilly 2021,Mike Reilly,2021,D,27.22,73,196,98,17.0,57.0,57.0,44.0,55.0
Mike Reilly 2022,Mike Reilly,2022,D,28.22,73,196,98,57.0,57.0,44.0,55.0,70.0
Mike Reilly 2023,Mike Reilly,2023,D,29.219,73,196,98,57.0,44.0,55.0,70.0,10.0
Scott Mayfield 2008,Scott Mayfield,2008,D,14.963,77,220,34,,,,,
Scott Mayfield 2009,Scott Mayfield,2009,D,15.965,77,220,34,,,,,
Scott Mayfield 2010,Scott Mayfield,2010,D,16.964,77,220,34,,,,,
Scott Mayfield 2011,Scott Mayfield,2011,D,17.964,77,220,34,,,,,
Scott Mayfield 2012,Scott Mayfield,2012,D,18.963,77,220,34,,,,,
Scott Mayfield 2013,Scott Mayfield,2013,D,19.965,77,220,34,,,,,
Scott Mayfield 2014,Scott Mayfield,2014,D,20.964,77,220,34,,,,,5.0
Scott Mayfield 2015,Scott Mayfield,2015,D,21.964,77,220,34,,,,5.0,
Scott Mayfield 2016,Scott Mayfield,2016,D,22.963,77,220,34,,,5.0,,6.0
Scott Mayfield 2017,Scott Mayfield,2017,D,23.965,77,220,34,,5.0,,6.0,25.0
Scott Mayfield 2018,Scott Mayfield,2018,D,24.964,77,220,34,5.0,,6.0,25.0,47.0
Scott Mayfield 2019,Scott Mayfield,2019,D,25.964,77,220,34,,6.0,25.0,47.0,79.0
Scott Mayfield 2020,Scott Mayfield,2020,D,26.963,77,220,34,6.0,25.0,47.0,79.0,67.0
Scott Mayfield 2021,Scott Mayfield,2021,D,27.965,77,220,34,25.0,47.0,79.0,67.0,56.0
Scott Mayfield 2022,Scott Mayfield,2022,D,28.965,77,220,34,47.0,79.0,67.0,56.0,61.0
Scott Mayfield 2023,Scott Mayfield,2023,D,29.964,77,220,34,79.0,67.0,56.0,61.0,82.0
Boone Jenner 2008,Boone Jenner,2008,C,14.295,74,203,37,,,,,
Boone Jenner 2009,Boone Jenner,2009,C,15.297,74,203,37,,,,,
Boone Jenner 2010,Boone Jenner,2010,C,16.296,74,203,37,,,,,
Boone Jenner 2011,Boone Jenner,2011,C,17.295,74,203,37,,,,,
Boone Jenner 2012,Boone Jenner,2012,C,18.295,74,203,37,,,,,
Boone Jenner 2013,Boone Jenner,2013,C,19.297,74,203,37,,,,,
Boone Jenner 2014,Boone Jenner,2014,C,20.296,74,203,37,,,,,72.0
Boone Jenner 2015,Boone Jenner,2015,C,21.296,74,203,37,,,,72.0,31.0
Boone Jenner 2016,Boone Jenner,2016,C,22.295,74,203,37,,,72.0,31.0,82.0
Boone Jenner 2017,Boone Jenner,2017,C,23.297,74,203,37,,72.0,31.0,82.0,82.0
Boone Jenner 2018,Boone Jenner,2018,C,24.296,74,203,37,72.0,31.0,82.0,82.0,75.0
Boone Jenner 2019,Boone Jenner,2019,C,25.296,74,203,37,31.0,82.0,82.0,75.0,77.0
Boone Jenner 2020,Boone Jenner,2020,C,26.295,74,203,37,82.0,82.0,75.0,77.0,70.0
Boone Jenner 2021,Boone Jenner,2021,C,27.297,74,203,37,82.0,75.0,77.0,70.0,41.0
Boone Jenner 2022,Boone Jenner,2022,C,28.296,74,203,37,75.0,77.0,70.0,41.0,59.0
Boone Jenner 2023,Boone Jenner,2023,C,29.296,74,203,37,77.0,70.0,41.0,59.0,68.0
Brandon Saad 2008,Brandon Saad,2008,L,14.927,73,215,43,,,,,
Brandon Saad 2009,Brandon Saad,2009,L,15.929,73,215,43,,,,,
Brandon Saad 2010,Brandon Saad,2010,L,16.929,73,215,43,,,,,
Brandon Saad 2011,Brandon Saad,2011,L,17.928,73,215,43,,,,,
Brandon Saad 2012,Brandon Saad,2012,L,18.927,73,215,43,,,,,2.0
Brandon Saad 2013,Brandon Saad,2013,L,19.929,73,215,43,,,,2.0,46.0
Brandon Saad 2014,Brandon Saad,2014,L,20.929,73,215,43,,,2.0,46.0,78.0
Brandon Saad 2015,Brandon Saad,2015,L,21.928,73,215,43,,2.0,46.0,78.0,82.0
Brandon Saad 2016,Brandon Saad,2016,L,22.927,73,215,43,2.0,46.0,78.0,82.0,78.0
Brandon Saad 2017,Brandon Saad,2017,L,23.929,73,215,43,46.0,78.0,82.0,78.0,82.0
Brandon Saad 2018,Brandon Saad,2018,L,24.929,73,215,43,78.0,82.0,78.0,82.0,82.0
Brandon Saad 2019,Brandon Saad,2019,L,25.928,73,215,43,82.0,78.0,82.0,82.0,80.0
Brandon Saad 2020,Brandon Saad,2020,L,26.927,73,215,43,78.0,82.0,82.0,80.0,58.0
Brandon Saad 2021,Brandon Saad,2021,L,27.93,73,215,43,82.0,82.0,80.0,58.0,44.0
Brandon Saad 2022,Brandon Saad,2022,L,28.929,73,215,43,82.0,80.0,58.0,44.0,78.0
Brandon Saad 2023,Brandon Saad,2023,L,29.928,73,215,43,80.0,58.0,44.0,78.0,71.0
Brett Ritchie 2008,Brett Ritchie,2008,R,14.251,76,215,44,,,,,
Brett Ritchie 2009,Brett Ritchie,2009,R,15.253,76,215,44,,,,,
Brett Ritchie 2010,Brett Ritchie,2010,R,16.252,76,215,44,,,,,
Brett Ritchie 2011,Brett Ritchie,2011,R,17.252,76,215,44,,,,,
Brett Ritchie 2012,Brett Ritchie,2012,R,18.251,76,215,44,,,,,
Brett Ritchie 2013,Brett Ritchie,2013,R,19.253,76,215,44,,,,,
